contract_id,customer_id,contract_type,paperless_billing,payment_method
9408,4373-VVHQL,Month-to-month,Yes,Electronic check
9409,4559-UWIHT,Month-to-month,Yes,Electronic check
9410,7268-IGMFD,Month-to-month,No,Bank transfer (automatic)
9411,1846-XWOQN,Month-to-month,Yes,Electronic check
9412,0235-KGSLC,Month-to-month,Yes,Credit card (automatic)
9413,6650-BWFRT,Two year,Yes,Credit card (automatic)
9414,9570-KYEUA,Two year,No,Credit card (automatic)
9415,6993-YGFJV,Two year,Yes,Bank transfer (automatic)
9416,2712-SYWAY,Month-to-month,Yes,Electronic check
9417,0730-BGQGF,Two year,No,Credit card (automatic)
9418,5498-IBWPI,One year,Yes,Credit card (automatic)
9419,9101-NTIXF,Month-to-month,No,Mailed check
9420,0013-SMEOE,Two year,Yes,Bank transfer (automatic)
9421,9314-QDMDW,One year,Yes,Electronic check
9422,9308-ANMVE,Month-to-month,Yes,Electronic check
9423,2884-GBPFB,Month-to-month,Yes,Electronic check
9424,3757-NJYBX,Month-to-month,No,Bank transfer (automatic)
9425,3413-DHLPB,Month-to-month,Yes,Bank transfer (automatic)
9426,7649-PHJVR,One year,No,Mailed check
9427,6114-TCFID,One year,No,Credit card (automatic)
9428,3787-TRIAL,Month-to-month,Yes,Electronic check
9429,2573-GYRUU,Month-to-month,Yes,Credit card (automatic)
9430,5156-UMKOW,Month-to-month,No,Mailed check
9431,1247-QBVSH,Month-to-month,No,Mailed check
9432,6734-GMPVK,Month-to-month,No,Electronic check
9433,9822-OAOVB,Month-to-month,Yes,Electronic check
9434,6161-ERDGD,One year,No,Electronic check
9435,1226-JZNKR,One year,No,Electronic check
9436,7318-EIVKO,Month-to-month,Yes,Electronic check
9437,3771-PZOBW,Month-to-month,Yes,Credit card (automatic)
9438,5136-KCKGI,One year,Yes,Mailed check
9439,8231-BSWXX,One year,Yes,Credit card (automatic)
9440,6486-LHTMA,One year,Yes,Electronic check
9441,4083-BFNYK,One year,No,Credit card (automatic)
9442,3722-WPXTK,Month-to-month,Yes,Electronic check
9443,7389-KBFIT,Month-to-month,Yes,Mailed check
9444,7176-WIONM,Month-to-month,Yes,Bank transfer (automatic)
9445,5141-ZUVBH,Month-to-month,No,Bank transfer (automatic)
9446,1089-HDMKP,Month-to-month,Yes,Electronic check
9447,7623-HKYRK,Month-to-month,No,Mailed check
9448,0310-SUCIN,One year,Yes,Bank transfer (automatic)
9449,5197-PYEPU,One year,Yes,Credit card (automatic)
9450,2929-ERCFZ,Month-to-month,Yes,Electronic check
9451,7548-SEPYI,Month-to-month,Yes,Electronic check
9452,8835-VSDSE,Month-to-month,Yes,Electronic check
9453,6619-RPLQZ,Two year,No,Mailed check
9454,3275-RHRNE,One year,Yes,Credit card (automatic)
9455,3503-TYDAY,Month-to-month,No,Electronic check
9456,6901-GOGZG,Two year,Yes,Electronic check
9457,1623-NLDOT,One year,No,Mailed check
9458,7021-XSNYE,Two year,No,Credit card (automatic)
9459,9621-OUPYD,One year,Yes,Bank transfer (automatic)
9460,9898-KZQDZ,Month-to-month,Yes,Credit card (automatic)
9461,8982-NHAVY,One year,Yes,Bank transfer (automatic)
9462,4307-KWMXE,Month-to-month,No,Electronic check
9463,0141-YEAYS,Month-to-month,Yes,Bank transfer (automatic)
9464,2450-ZKEED,One year,No,Bank transfer (automatic)
9465,3694-DELSO,Month-to-month,No,Credit card (automatic)
9466,3893-JRNFS,Month-to-month,Yes,Bank transfer (automatic)
9467,9603-OAIHC,Month-to-month,Yes,Electronic check
9468,1133-KXCGE,One year,No,Mailed check
9469,5236-PERKL,Two year,Yes,Bank transfer (automatic)
9470,0142-GVYSN,Month-to-month,Yes,Electronic check
9471,1049-FYSYG,Month-to-month,Yes,Credit card (automatic)
9472,7854-FOKSF,Month-to-month,No,Electronic check
9473,2519-FAKOD,Month-to-month,Yes,Bank transfer (automatic)
9474,8406-LNMHF,One year,Yes,Credit card (automatic)
9475,1821-BUCWY,Two year,Yes,Mailed check
9476,8263-JQAIK,Month-to-month,Yes,Mailed check
9477,0023-UYUPN,One year,No,Electronic check
9478,8314-DPQHL,One year,No,Mailed check
9479,1465-WCZVT,Month-to-month,No,Mailed check
9480,9481-SFCQY,Month-to-month,Yes,Credit card (automatic)
9481,6360-SVNWV,Month-to-month,Yes,Credit card (automatic)
9482,0567-GGCAC,Month-to-month,No,Electronic check
9483,7089-IVVAZ,Month-to-month,Yes,Bank transfer (automatic)
9484,8884-MRNSU,One year,No,Bank transfer (automatic)
9485,2171-UDMFD,Month-to-month,Yes,Credit card (automatic)
9486,9050-IKDZA,Month-to-month,No,Mailed check
9487,2205-YMZZJ,Month-to-month,Yes,Electronic check
9488,9802-CAQUT,Two year,No,Credit card (automatic)
9489,1254-IZEYF,Month-to-month,Yes,Electronic check
9490,0187-WZNAB,Month-to-month,No,Mailed check
9491,9492-TOKRI,Month-to-month,Yes,Credit card (automatic)
9492,1475-VWVDO,Month-to-month,Yes,Electronic check
9493,9221-OTIVJ,Month-to-month,Yes,Electronic check
9494,1357-MVDOZ,Month-to-month,Yes,Bank transfer (automatic)
9495,7602-MVRMB,Two year,Yes,Bank transfer (automatic)
9496,3325-FUYCG,One year,No,Electronic check
9497,5908-QMGOE,Month-to-month,Yes,Credit card (automatic)
9498,1197-BVMVG,Month-to-month,Yes,Electronic check
9499,5406-KGRMX,Two year,No,Electronic check
9500,8481-YYXWG,Month-to-month,Yes,Electronic check
9501,5968-HYJRZ,Two year,No,Mailed check
9502,5198-EFNBM,One year,Yes,Electronic check
9503,7516-GMHUV,Two year,Yes,Credit card (automatic)
9504,7140-ADSMJ,Month-to-month,Yes,Credit card (automatic)
9505,2230-XTUWL,Two year,No,Mailed check
9506,7706-YLMQA,One year,No,Bank transfer (automatic)
9507,2585-KTFRE,Month-to-month,Yes,Bank transfer (automatic)
9508,7994-UYIVZ,Month-to-month,Yes,Bank transfer (automatic)
9509,2609-IAICY,Month-to-month,Yes,Electronic check
9510,1740-CSDJP,Month-to-month,Yes,Bank transfer (automatic)
9511,7717-BICXI,Two year,No,Mailed check
9512,6559-RAKOZ,One year,Yes,Electronic check
9513,2636-OHFMN,Month-to-month,Yes,Electronic check
9514,4716-MRVEN,One year,No,Mailed check
9515,2143-LJULT,Two year,Yes,Credit card (automatic)
9516,1323-OOEPC,Month-to-month,Yes,Credit card (automatic)
9517,3200-MNQTF,Two year,No,Credit card (automatic)
9518,6164-HXUGH,Month-to-month,No,Mailed check
9519,5630-IXDXV,Month-to-month,Yes,Electronic check
9520,0320-DWVTU,Two year,No,Mailed check
9521,9135-MGVPY,Two year,Yes,Mailed check
9522,1212-GLHMD,Month-to-month,Yes,Mailed check
9523,7878-JGDKK,Month-to-month,No,Mailed check
9524,1088-AUUZZ,Two year,Yes,Credit card (automatic)
9525,0397-GZBBC,Month-to-month,Yes,Bank transfer (automatic)
9526,6614-YWYSC,Two year,No,Bank transfer (automatic)
9527,9588-OZDMQ,Month-to-month,Yes,Electronic check
9528,7641-EUYET,Month-to-month,Yes,Electronic check
9529,6476-EPYZR,Month-to-month,No,Mailed check
9530,9921-ZVRHG,Month-to-month,Yes,Electronic check
9531,1174-FGIFN,One year,Yes,Electronic check
9532,6620-HVDUJ,Month-to-month,No,Bank transfer (automatic)
9533,4701-MLJPN,Month-to-month,Yes,Electronic check
9534,1032-MAELW,One year,Yes,Electronic check
9535,7641-TQFHN,Two year,No,Mailed check
9536,1552-TKMXS,Month-to-month,No,Credit card (automatic)
9537,9206-GVPEQ,Month-to-month,Yes,Electronic check
9538,8622-ZLFKO,Month-to-month,Yes,Electronic check
9539,1596-BBVTG,Month-to-month,No,Credit card (automatic)
9540,6188-UXBBR,One year,Yes,Credit card (automatic)
9541,2333-KWEWW,Two year,No,Credit card (automatic)
9542,5702-SKUOB,Month-to-month,No,Mailed check
9543,1134-YWTYF,Month-to-month,Yes,Electronic check
9544,6061-GWWAV,One year,No,Mailed check
9545,0679-TDGAK,One year,No,Electronic check
9546,6585-WCEWR,Two year,No,Electronic check
9547,9067-YGSCA,One year,No,Credit card (automatic)
9548,9067-SQTNS,One year,No,Bank transfer (automatic)
9549,8433-WXGNA,Month-to-month,Yes,Electronic check
9550,1776-SPBWV,One year,Yes,Bank transfer (automatic)
9551,8735-SDUFN,Two year,No,Bank transfer (automatic)
9552,9668-PUGNU,Two year,Yes,Electronic check
9553,9405-GPBBG,Two year,Yes,Credit card (automatic)
9554,1926-QUZNN,Two year,Yes,Bank transfer (automatic)
9555,3707-GNWHM,Month-to-month,Yes,Mailed check
9556,7016-NVRIC,One year,No,Bank transfer (automatic)
9557,5829-NVSQN,One year,Yes,Bank transfer (automatic)
9558,9565-AXSMR,Two year,No,Mailed check
9559,8922-LIEGH,Month-to-month,Yes,Electronic check
9560,8869-LIHMK,Two year,Yes,Bank transfer (automatic)
9561,8245-UMPYT,Month-to-month,Yes,Electronic check
9562,5186-SAMNZ,Month-to-month,Yes,Bank transfer (automatic)
9563,0447-RXSGD,Month-to-month,Yes,Bank transfer (automatic)
9564,4927-WWOOZ,Month-to-month,Yes,Electronic check
9565,5788-YPOEG,Two year,No,Mailed check
9566,5373-SFODM,Month-to-month,Yes,Credit card (automatic)
9567,0661-KBKPA,One year,Yes,Mailed check
9568,9081-WWXKP,Two year,No,Credit card (automatic)
9569,0784-ZQJZX,Two year,No,Credit card (automatic)
9570,3133-PZNSR,Two year,Yes,Credit card (automatic)
9571,5766-ZJYBB,Month-to-month,No,Mailed check
9572,8931-GJJIQ,Month-to-month,Yes,Electronic check
9573,4277-PVRAN,Month-to-month,Yes,Bank transfer (automatic)
9574,0022-TCJCI,One year,No,Credit card (automatic)
9575,0722-SVSFK,Month-to-month,Yes,Electronic check
9576,3612-YVGSJ,Two year,Yes,Credit card (automatic)
9577,9825-YCXWZ,One year,Yes,Bank transfer (automatic)
9578,5397-NSKQG,Two year,No,Credit card (automatic)
9579,8565-HBFNN,One year,Yes,Credit card (automatic)
9580,2000-DHJUY,Two year,Yes,Bank transfer (automatic)
9581,0203-HHYIJ,One year,No,Bank transfer (automatic)
9582,8670-ERCJH,Two year,No,Bank transfer (automatic)
9583,7758-UJWYS,Two year,Yes,Electronic check
9584,2050-ONYDQ,Two year,No,Credit card (automatic)
9585,7055-JCGNI,Two year,Yes,Credit card (automatic)
9586,0739-UUAJR,Two year,Yes,Credit card (automatic)
9587,4826-DXMUP,One year,Yes,Mailed check
9588,0952-KMEEH,Month-to-month,No,Mailed check
9589,7285-KLOTR,One year,No,Electronic check
9590,0654-PQKDW,One year,Yes,Bank transfer (automatic)
9591,7175-NTIXE,Month-to-month,Yes,Credit card (automatic)
9592,7963-SHNDT,Two year,No,Mailed check
9593,9796-BPKIW,Month-to-month,Yes,Credit card (automatic)
9594,0188-GWFLE,Month-to-month,No,Mailed check
9595,8129-GMVGI,Two year,No,Mailed check
9596,2882-DDZPG,Month-to-month,No,Bank transfer (automatic)
9597,3547-LQRIK,One year,No,Electronic check
9598,9137-NOQKA,Month-to-month,No,Electronic check
9599,5843-TTHGI,Month-to-month,Yes,Mailed check
9600,1849-RJYIG,Month-to-month,Yes,Electronic check
9601,8868-GAGIO,Month-to-month,Yes,Mailed check
9602,4061-UKJWL,Month-to-month,No,Mailed check
9603,5380-XPJNZ,One year,No,Mailed check
9604,8263-QMNTJ,Two year,Yes,Electronic check
9605,8178-EYZUO,Month-to-month,Yes,Electronic check
9606,3230-JCNZS,Two year,Yes,Credit card (automatic)
9607,0277-ORXQS,Two year,No,Bank transfer (automatic)
9608,5130-IEKQT,Month-to-month,No,Mailed check
9609,3230-WYKIR,One year,Yes,Credit card (automatic)
9610,7996-BPXHY,Two year,Yes,Bank transfer (automatic)
9611,3227-WLKLI,Two year,No,Bank transfer (automatic)
9612,0407-BDJKB,Month-to-month,Yes,Electronic check
9613,2266-FUBDZ,Two year,No,Mailed check
9614,8237-ULIXL,Two year,No,Credit card (automatic)
9615,9600-UDOPK,Month-to-month,Yes,Credit card (automatic)
9616,8216-AZUUZ,Two year,Yes,Electronic check
9617,9153-BTBVV,Two year,No,Bank transfer (automatic)
9618,4074-SJFFA,Month-to-month,Yes,Mailed check
9619,3269-ATYWD,Month-to-month,Yes,Bank transfer (automatic)
9620,5186-PEIZU,Month-to-month,No,Bank transfer (automatic)
9621,1074-AMIOH,Month-to-month,Yes,Bank transfer (automatic)
9622,4910-GMJOT,Month-to-month,Yes,Electronic check
9623,0354-WYROK,Month-to-month,Yes,Electronic check
9624,4361-FEBGN,Two year,No,Credit card (automatic)
9625,7748-UMTRK,Month-to-month,Yes,Electronic check
9626,0380-ZCSBI,Month-to-month,No,Credit card (automatic)
9627,7145-FEJWU,Month-to-month,Yes,Electronic check
9628,6463-MVYRY,Two year,No,Bank transfer (automatic)
9629,3969-JQABI,Month-to-month,Yes,Credit card (automatic)
9630,9624-EGDEQ,Two year,No,Mailed check
9631,1051-EQPZR,Month-to-month,No,Mailed check
9632,5849-ASHZJ,One year,No,Credit card (automatic)
9633,5780-INQIK,Month-to-month,No,Electronic check
9634,7576-OYWBN,Month-to-month,Yes,Electronic check
9635,4526-ZJJTM,Month-to-month,No,Bank transfer (automatic)
9636,8384-FZBJK,Month-to-month,Yes,Electronic check
9637,3750-RNQKR,Month-to-month,No,Mailed check
9638,0962-CQPWQ,Two year,No,Bank transfer (automatic)
9639,3096-YXENJ,Two year,Yes,Bank transfer (automatic)
9640,1265-BCFEO,Two year,Yes,Bank transfer (automatic)
9641,5837-LXSDN,One year,Yes,Credit card (automatic)
9642,5945-AZYHT,One year,Yes,Electronic check
9643,8325-QRPZR,Month-to-month,Yes,Electronic check
9644,6384-VMJHP,Two year,Yes,Credit card (automatic)
9645,2262-SLNVK,Month-to-month,No,Electronic check
9646,7730-CLDSV,Two year,Yes,Bank transfer (automatic)
9647,1135-HIORI,One year,Yes,Electronic check
9648,0164-APGRB,Two year,Yes,Electronic check
9649,6481-ESCNL,Month-to-month,No,Bank transfer (automatic)
9650,1790-NESIO,Two year,Yes,Mailed check
9651,1550-EENBN,Month-to-month,No,Electronic check
9652,5539-TMZLF,Month-to-month,Yes,Electronic check
9653,4323-SADQS,Month-to-month,Yes,Electronic check
9654,4446-BZKHU,Month-to-month,Yes,Electronic check
9655,5202-IVJNU,Month-to-month,No,Credit card (automatic)
9656,5976-JCJRH,Month-to-month,Yes,Electronic check
9657,8198-RKSZG,Month-to-month,No,Credit card (automatic)
9658,0137-OCGAB,Month-to-month,Yes,Mailed check
9659,3351-NQLDI,One year,Yes,Credit card (automatic)
9660,9297-EONCV,Two year,Yes,Bank transfer (automatic)
9661,7593-JNWRU,Month-to-month,Yes,Bank transfer (automatic)
9662,4588-YBNIB,Month-to-month,Yes,Mailed check
9663,1069-QJOEE,One year,No,Electronic check
9664,3336-JORSO,Month-to-month,Yes,Electronic check
9665,7799-DSEWS,Month-to-month,Yes,Electronic check
9666,8766-PAFNE,Two year,Yes,Credit card (automatic)
9667,5315-CKEQK,One year,Yes,Electronic check
9668,3130-ICDUP,Month-to-month,No,Credit card (automatic)
9669,0820-FNRNX,Month-to-month,Yes,Mailed check
9670,0880-FVFWF,Month-to-month,Yes,Electronic check
9671,4611-ANLQC,One year,No,Electronic check
9672,4213-HKBJO,Two year,No,Credit card (automatic)
9673,2792-LSHWX,Month-to-month,Yes,Mailed check
9674,5028-GZLDO,Month-to-month,No,Credit card (automatic)
9675,0014-BMAQU,Two year,Yes,Credit card (automatic)
9676,6861-XWTWQ,Month-to-month,Yes,Electronic check
9677,9018-PCIOK,Two year,Yes,Mailed check
9678,4837-QUSFT,One year,Yes,Bank transfer (automatic)
9679,6877-TJMBR,Month-to-month,Yes,Electronic check
9680,9953-ZMKSM,Two year,No,Mailed check
9681,0907-HQNTS,Two year,Yes,Credit card (automatic)
9682,7665-NKLAV,Two year,No,Credit card (automatic)
9683,6769-DCQLI,One year,Yes,Bank transfer (automatic)
9684,2433-KMEAS,Month-to-month,Yes,Electronic check
9685,4391-LNRXK,Month-to-month,Yes,Bank transfer (automatic)
9686,8250-ZNGGW,Month-to-month,No,Credit card (automatic)
9687,2195-ZRVAX,Month-to-month,Yes,Electronic check
9688,3550-SAHFP,Month-to-month,Yes,Electronic check
9689,2011-TRQYE,Month-to-month,Yes,Credit card (automatic)
9690,8562-GHPPI,Month-to-month,No,Credit card (automatic)
9691,5893-PYOLZ,Two year,Yes,Credit card (automatic)
9692,4986-MXSFP,Month-to-month,Yes,Mailed check
9693,6131-FOYAS,Month-to-month,Yes,Electronic check
9694,3027-YNWZU,Two year,No,Credit card (automatic)
9695,5609-IMCGG,Month-to-month,Yes,Credit card (automatic)
9696,4873-ILOLJ,Month-to-month,Yes,Electronic check
9697,4727-MCYZG,Month-to-month,No,Mailed check
9698,9481-WHGWY,Two year,No,Credit card (automatic)
9699,2725-KXXWT,Month-to-month,Yes,Electronic check
9700,9565-DJPIB,Month-to-month,No,Mailed check
9701,4328-VUFWD,One year,No,Electronic check
9702,3301-LSLWQ,Month-to-month,Yes,Electronic check
9703,7473-ZBDSN,Two year,No,Mailed check
9704,3166-PNEOF,Two year,No,Credit card (automatic)
9705,5639-NTUPK,Month-to-month,Yes,Credit card (automatic)
9706,8780-YRMTT,Two year,Yes,Mailed check
9707,8348-HFYIV,Month-to-month,Yes,Electronic check
9708,5140-FOMCQ,One year,Yes,Credit card (automatic)
9709,6242-SGYTS,One year,Yes,Credit card (automatic)
9710,8166-ORCHU,One year,Yes,Electronic check
9711,8414-OOEEL,Two year,Yes,Credit card (automatic)
9712,8454-AATJP,Two year,No,Credit card (automatic)
9713,6849-WLEYG,Month-to-month,No,Mailed check
9714,4659-NZRUF,Month-to-month,Yes,Electronic check
9715,4531-AUZNK,One year,Yes,Mailed check
9716,4191-XOVOM,Month-to-month,No,Electronic check
9717,2150-OEGBV,One year,No,Bank transfer (automatic)
9718,8429-XIBUM,Month-to-month,Yes,Bank transfer (automatic)
9719,1855-CFULU,Month-to-month,No,Mailed check
9720,4878-BUNFV,Two year,No,Mailed check
9721,1872-EBWSC,One year,No,Mailed check
9722,2608-BHKFN,Month-to-month,Yes,Credit card (automatic)
9723,7026-YMSBE,One year,No,Mailed check
9724,7341-LXCAF,Month-to-month,Yes,Electronic check
9725,6997-UVGOX,Two year,No,Bank transfer (automatic)
9726,9674-EHPPG,Two year,No,Credit card (automatic)
9727,9462-MJUAW,Month-to-month,No,Mailed check
9728,8128-YVJRG,Month-to-month,Yes,Mailed check
9729,5440-VHLUL,One year,Yes,Bank transfer (automatic)
9730,5781-BKHOP,Two year,No,Bank transfer (automatic)
9731,4283-FUTGF,Month-to-month,Yes,Electronic check
9732,5213-TWWJU,Month-to-month,No,Electronic check
9733,1569-TTNYJ,Month-to-month,Yes,Electronic check
9734,8628-MFKAX,Two year,Yes,Credit card (automatic)
9735,2397-BRLOM,Month-to-month,Yes,Credit card (automatic)
9736,7629-WIXZF,One year,Yes,Electronic check
9737,5445-GLVOT,Month-to-month,Yes,Electronic check
9738,3976-HXHCE,Two year,No,Bank transfer (automatic)
9739,2466-NEJOJ,Month-to-month,No,Credit card (automatic)
9740,0254-KCJGT,One year,Yes,Credit card (automatic)
9741,5472-CVMDX,Two year,No,Mailed check
9742,6461-SZMCV,Two year,No,Bank transfer (automatic)
9743,8150-QUDFX,Month-to-month,No,Mailed check
9744,9508-ILZDG,Month-to-month,Yes,Electronic check
9745,2346-DJQTB,Month-to-month,No,Electronic check
9746,1697-LYYYX,One year,No,Credit card (automatic)
9747,1942-OQFRW,Month-to-month,No,Electronic check
9748,4749-VFKVB,Month-to-month,Yes,Mailed check
9749,9640-ZSLDC,One year,No,Credit card (automatic)
9750,4231-LZUYM,Two year,No,Bank transfer (automatic)
9751,7598-UAASY,Month-to-month,No,Electronic check
9752,7938-OUHIO,Month-to-month,Yes,Electronic check
9753,8510-AWCXC,Month-to-month,Yes,Electronic check
9754,6128-AQBMT,Month-to-month,Yes,Electronic check
9755,3594-BDSOA,One year,No,Credit card (automatic)
9756,0431-APWVY,One year,Yes,Bank transfer (automatic)
9757,5133-VRSAB,Month-to-month,No,Mailed check
9758,5996-DAOQL,Month-to-month,Yes,Mailed check
9759,6838-YAUVY,Two year,Yes,Bank transfer (automatic)
9760,0484-JPBRU,Month-to-month,Yes,Bank transfer (automatic)
9761,7883-ROJOC,Month-to-month,No,Mailed check
9762,0244-LGNFY,Two year,No,Bank transfer (automatic)
9763,7274-CGTOD,Two year,Yes,Bank transfer (automatic)
9764,4295-YURET,Two year,Yes,Credit card (automatic)
9765,3426-NIYYL,Month-to-month,No,Electronic check
9766,8225-BTJAU,Month-to-month,Yes,Electronic check
9767,4635-EJYPD,Two year,No,Mailed check
9768,1866-ZSLJM,Month-to-month,No,Credit card (automatic)
9769,4636-TVXVG,One year,No,Bank transfer (automatic)
9770,4236-UJPWO,Month-to-month,No,Electronic check
9771,9392-XBGTD,Two year,No,Mailed check
9772,3387-VATUS,Month-to-month,Yes,Bank transfer (automatic)
9773,6402-SSEJG,One year,No,Electronic check
9774,1143-NMNQJ,Month-to-month,Yes,Electronic check
9775,1169-SAOCL,One year,Yes,Bank transfer (automatic)
9776,1110-KYLGQ,Month-to-month,No,Credit card (automatic)
9777,9929-PLVPA,Month-to-month,No,Credit card (automatic)
9778,3518-PZXZQ,Month-to-month,Yes,Mailed check
9779,2371-JUNGC,Month-to-month,No,Mailed check
9780,7693-QPEFS,Month-to-month,Yes,Bank transfer (automatic)
9781,0924-BJCRC,Month-to-month,No,Electronic check
9782,5074-FBGHB,One year,Yes,Credit card (automatic)
9783,2351-BKRZW,Two year,No,Bank transfer (automatic)
9784,4455-BFSPD,One year,No,Bank transfer (automatic)
9785,0415-MOSGF,Month-to-month,No,Mailed check
9786,1724-BQUHA,Month-to-month,Yes,Electronic check
9787,3948-KXDUF,Two year,No,Bank transfer (automatic)
9788,2323-ARSVR,Two year,Yes,Electronic check
9789,0815-MFZGM,Two year,Yes,Credit card (automatic)
9790,4826-XTSOH,Month-to-month,Yes,Electronic check
9791,5480-XTFFL,Two year,No,Mailed check
9792,8295-FHIVV,Month-to-month,Yes,Mailed check
9793,2495-INZWQ,Month-to-month,Yes,Electronic check
9794,9086-YJYXS,One year,No,Bank transfer (automatic)
9795,1179-INLAT,One year,Yes,Mailed check
9796,7909-FIOIY,Month-to-month,Yes,Mailed check
9797,4139-SUGLD,Month-to-month,No,Bank transfer (automatic)
